Название,Рейтинг
Whipseey and the Lost Atlas,0.0
The Long Return,0.0
The Knight Witch,3.0
Frontline Zed,0.0
Paradigm,3.2
Boet Fighter,0.0
Crimzon Clover: World EXplosion,0.0
Tower Hunter: Erza's Trial,3.5
Disney Dreamlight Valley,2.3
A Knight's Quest,1.0
American Arcadia,0
Solasta: Lost Valley,4.4
Revita,5.0
Soda Crisis,4.4
Ampersat,0.0
Crowns and Pawns: Kingdom of Deceit,3.1
Citizen Sleeper,3.9
Dinosaur Fossil Hunter,3.5
Ganryu 2,0.0
Voodoo Detective,3.5
Ghostlore,0.0
Purple War,0.0
F1® 22,3.5
Rogue Tower,0.0
Hyperbolica,4.0
Remorse: The List,4.5
Twin Mind 3 - Ghost Hunter,2.0
First Hero Epic of Gilgamesh,0.0
Arto,0.0
Eyes in the Dark,3.5
Potionomics,3.6
Fruit farmer,0.0
Asterigos: Curse of the Stars,3.6
Kapital: Sparks of Revolution,3.3
Way of the Hunter,4.4
Loot River,3.1
RUINSMAGUS,2.8
Espire 2,4.0
Red Matter 2,3.6
NFL PRO ERA,0.0
BONELAB,3.7
Ghostbusters VR: Now Hiring,0.0
Athanasy,4.4
Xenoblade Chronicles 3,4.4
Sonic Origins,2.8
Dreamland: Village Life,0.0
Mirror 2: Project X,1.8
Takkoman: Kouzatsu World,0.0
MadMan,0.0
Samurai Bringer,0.0
Ravenous Devils,3.4
Steelborn,4.5
The Heart of Darkness,0.0
A Street Cat’s Tale,3.0
Save Room - Organization Puzzle,4.2
South of the Circle,3.3
Paranormal Files: Price of a Secret Collector's Edition,0.0
DownTheDead,0.0
Blacklist Brigade,4.0
Cheat Day,0.0
Fueled Up,2.3
IronWolf VR,0.0
TheDawn,1.0
MythForce,1.5
Fire Emblem Warriors: Three Hopes,4.2
Hell is Us,0
S.W.I.N.E. HD Remaster,3.1
Warstride Challenges,4.5
Granblue Fantasy: Relink,0
NEKO-MIMI SWEET HOUSEMATES Vol. 1,5.0
Valthirian Arc: Hero School Story 2,0.0
A Clockwork Ley-Line: Daybreak of Remnants Shadow,0.0
Phantom Breaker: Omnia,0.0
Serious Sam: Tormental,2.9
Ed-0: Zombie Uprising,0.8
Outbreak: Contagious Memories,2.8
Patrick’s Parabox,4.3
Red Wings: American Aces,0.0
Chants of Sennaar,4.4
Slayers X: Terminal Aftermath: Vengance of the Slayer,3.2
Rainbow Six Mobile,0
The Elder Scrolls Online: High Isle,3.4
Return to Monkey Island,4.4
Knights and Merchants: The Shattered Kingdom,3.6
Dawn of the Monsters,0.0
Edge of the abyss: Awakening,0.0
Expedition Zero,0.0
Hyper Light Breaker,0
Fallback,0.0
Agent Intercept,2.3
Nightmare Reaper,3.6
Aery: Calm Mind 2,0.0
Abermore,0.0
One Piece Odyssey,3.4
The Cycle: Frontier,2.7
Moonshine Inc.,0.0
Mists of Noyah,0.0
LEGO Bricktales,3.3
Midnight Ghost Hunt,3.3
Magic Thief,4.0
Life on the hook,0.0
SPACE ACCIDENT,0.0
Demon’s Tilt,3.3
The Dark Prophecy,2.5
Eclipse,0.0
Marauders,4.4
Imp of the Sun,2.3
Ghostbusters: Spirits Unleashed,3.4
Colossal Cave 3D Adventure,0
Hirilun,0.0
Submerged: Hidden Depths,3.6
Frightence,0.0
Drill Deal - Oil Tycoon,0.0
Will You Snail?,3.0
Ironsmith Medieval Simulator,0.0
Dead by Daylight: Sadako Rising,2.9
The Tarnishing of Juxtia,0.0
Survival Quiz CITY,0.0
The Quarry,3.7
WrestleQuest,0.0
Hard West II,4.0
Redout 2,3.7
HordeCore,2.5
Pants Quest,3.5
Zombie Rollerz: Pinball Heroes,0.0
Hero's Hour,3.1
Shadow Burglar,0.0
Flintlock: The Siege of Dawn,0
Ignited Steel: Mech Tactics,3.7
Dusk Diver 2,4.3
Ship of Fools,3.8
The Cruel King and the Great Hero,4.3
Duelists of Eden,0.0
Forest Grove,0.0
JoJo's Bizarre Adventure All Star Battle R,4.1
Snufkin: Melody of Moominvalley,0
GigaBash,3.0
Gundam Evolution,3.3
The Diofield Chronicle,3.0
Valkyrie Elysium,3.5
Exoprimal,2.5
PC Building Simulator 2,3.6
My Little Pony: A Maretime Bay Adventure,3.8
Daomei Village,0.0
ZOR: Pilgrimage of the Slorfs,0.0
Mars Tactics,0
Ikonei Island: An Earthlock Adventure,4.5
F1® Manager 2022,2.6
Koa and the Five Pirates of Mara,0.0
Brinefall,0.0
Tiny Witch,0
Mika and The Witch's Mountain,0
Hell Pie,3.5
Void Terrarium 2,0.0
Nobody - The Turnaround,0.0
Spidersaurs,3.3
House of the Dead: Remake,3.5
Time on Frog Island,4.5
Heroine Anthem Zero 2: Scalescars Oath,4.0
Ode to a Moon,0.0
Gungrave G.O.R.E,2.6
Cursed Fables: White as Snow,0.0
Pac-Man Museum+,3.0
Pokémon Scarlet,3.6
FAR: Changing Tides,4.2
SpellMaster: The Saga,2.7
Aperture Desk Job,4.0
Rise of the Third Power,4.5
NECROTOPIA,0.0
Maze Of Realities: Flower Of Discord Collector's Edition,0.0
2030,5.0
Mahou Arms,0.0
"Warhammer 40,000: Shootas, Blood &amp; Teef",3.5
Gobliiins 5,0.0
DRAWER,4.0
Live A Live,4.1
Spelldrifter,3.9
ITORAH,3.1
Transmission,0.0
The Eldritch Zookeeper,0.0
Soul Hackers 2,3.5
Capcom Fighting Collection,0.0
Street Fighter 6,4.5
Dolmen,3.4
Book of Adventum,5.0
Atelier Sophie 2: The Alchemist of the Mysterious Dream,3.7
Destiny 2: The Witch Queen,4.0
Blue Prince,0.0
Black Book: Endless Battles,4.1
McPixel 3,3.9
Infernax,4.3
ANNO: Mutationem,3.8
Once Upon A Time In Roswell,0
Alaloth: Champions of the Four Kingdoms,4.0
Elyon,0.0
Guntech 2,0.0
The Mirror's End,0
Twin Soul,0
The Legend of Heroes: Trails from Zero,4.2
The Hero We Need,0.0
Scathe,1.0
Call of Duty: Modern Warfare II,3.4
It Sleeps Below the Haar,0.0
Norland,4.5
Birth,4.1
The Sealed Ampoule,0.0
The Hundred Year Kingdom,0.0
The Crust,0
Bent on Destruction,0.0
Portal: Companion Collection,4.6
Far Cry 6 Joseph: Collapse,2.6
Tricky Towers,3.9
Blood West,3.8
Tentacular,0.0
Empire of Ember,2.8
SpaceBourne 2,1.0
Zombie Shooter: Ares Virus,0.0
Moonray,0.0
Colonize,0.0
Horror Tales: The Beggar,0.0
Tiny Heroes 2,0.0
Beholgar,0.0
The Sandbox,3.4
Magic City Detective: Wings Of Revenge Collector's Edition,0.0
Rival Fury,0.0
Enemy Remains,0.0
Lucid Soul,1.0
Fading Afternoon,0.0
Instinction,0.0
Tinykin,4.1
Imprisoned Hyperion,0.0
Buck Up and Drive!,3.8
Wasteland Vacation,0.0
Cyclone,4.0
Chambers of Devious Design,2.5
Arksync,0
Desolatium,0
Technicity,0.0
The Past Within,4.4
Block N Load 2,0
Bibots,0.0
Mythic: Forest Warden,0.0
The Dark World: KARMA,0
Dead Ink,0.0
Fata Deum,0
Cheftastic!: Buffet Blast,0.0
Zodiac Legion,0
Crusader Kings 3: Royal Court,3.9
We Were Here Forever,4.3
Falling Frontier,0
Afterlife: Killing Death,0.0
Sigil,2.0
Mina the Hollower,0
Apex Legends Mobile,3.6
The Mortuary Assistant,3.9
Souldiers,2.7
Lapin,5.0
Spirits Chronicles: Born in Flames Collector's Edition,0.0
Mary Skelter 2,4.6
Cruelty Squad,3.8
Barotrauma,4.1
Biozone,0.0
Liber,3.2
Vampire Survivors,4.2
"Любовь, смерть и овощи",3.8
TFM: The First Men,4.0
Star Trek: Resurgence,4.5
Shirone: the Dragon Girl,5.0
Windjammers 2,4.0
UFL,0.0
Blazing Strike,0.0
Arcade Paradise,3.5
Strange Horticulture,3.7
Gnosia,3.0
Kapia,0.0
Cities: Skylines - Airports,3.5
Kao the Kangaroo (2022),3.6
Chenso Club,0.0
Invention 3,0.0
Little Orpheus,3.5
Palworld,0
The Walking Dead: Saints &amp; Sinners — Chapter 2: Retribution,0.0
Touken Ranbu Warriors,2.5
Detectives United: Deadly Debt Collector's Edition,0.0
Ghostrunner: Project_Hel,4.1
Fire &amp; Maneuver,0.0
Wars and Roses,1.5
Best Month Ever! Best Month Ever!,3.5
Warhammer Age of Sigmar: Soul Arena,0.5
Seedlings,0.0
Watcher Chronicles,0.0
Sentimental K,0.0
Warm Snow,2.5
Relicta,3.4
Elementite,0.0
Planet Boom,0.0
Taiko no Tatsujin: The Drum Master!,3.9
Pupperazzi,3.3
Crossfire: Legion,0.5
Captain of Industry,3.8
Jumphobia: Homeward Bound,0.0
Have a Nice Death,3.3
Skye,0.0
STONKS-9800,0.0
My Hero Academia: Ultra Rumble,2.6
Sweet Transit,3.8
Mental Hospital - Child of Evil,3.3
Northern Journey,4.4
Supraland Six Inches Under,4.4
Nightmare The Lunatic,0.0
Avatar: Reckoning,0.0
The Planet Crafter,3.6
Princess Farmer,0.0
"Sheep, Dog 'n' Wolf",4.2
Wandering Wolf,0
Instruments of Destruction,5.0
Aztech Forgotten Gods,3.0
The Last Cube,0.0
Coromon,4.0
Blind Fate: Edo no Yami,3.4
Destroyer: The U-Boat Hunter,0.0
Inkulinati,3.6
Uragun,0.0
Forever Skies,4.3
Museum of Mechanics: Lockpicking,4.5
Mad Experiments 2: Escape Room,0.0
Hammer Kid,0.0
MAFIA: Family's Secret,0.0
Heaven Dust II,4.0
Serious Sam: Siberian Mayhem,3.8
Tiny Combat Arena,0.0
Seablip,0.0
SCP: Pandemic,0.0
OlliOlli World,3.9
Undying Symphony,0.0
Sucker For Love: First Date,3.7
Crossroads: On a Just Path Collector's Edition,0.0
Mahokenshi,4.0
Endlight,0.0
Broken Ranks,0.0
Showa American Story,0
Hotel Life: A Resort Simulator,0.0
Spaceflight Simulator,4.3
Hidden Deep,3.3
Kurokami-sama's Feast,0.0
Needy Girl Overdose,3.6
Virtual Maid Streamer Ramie,0.0
Fuck The Police,0.0
Space Warlord Organ Trading Simulator,3.5
Hentai Mosaique Neko Waifus,4.3
Nobody Saves the World,3.7
Horizon Call of the Mountain,3.4
Search of Galaxy,0.0
Arena of Valor,3.6
Word of the Law: Death Mask Collector's Edition,4.0
Twin Ruin,0.0
Devil Should Die,0.0
Santa Slays Nazis,0.0
Bushiden,0
Bullet Age,0.0
Ms. Holmes 3: The Adventure of the McKirk Ritual Collectors Edition,3.0
Titan Quest: Eternal Embers,3.7
CARROT,0.0
DarkHouse,5.0
Black Bird,0.0
Picross S7,0.0
LEGO Builder's Journey,3.5
Pharaoh: A New Era,2.8
Eternal Magic,0.0
Rune Factory V,4.2
Biker Garage: Mechanic Simulator,1.0
Inverse Evolver,0.0
Dynasty Warriors IX: Empires,5.0
Sonic Chronicles: The Dark Brotherhood,3.5
Medieval Trader Simulator,0.0
Shankaram: Code Reborn,0.0
Boppio,0.0
Winter Ember,3.1
Zenith: The Last City,0.0
Waxworks: Curse of the Ancestors,0.0
Deluded,0.0
Collector Thief,0.0
In My Shadow,2.5
Terminator: Dark Fate — Defiance,0
Buried Stars,3.7
Tunic,4.2
Ambrosia,4.5
Chocobo GP,2.7
Triangle Strategy,4.5
WARNO,3.3
Model Builder,4.2
Alone but strong,0.0
Milk outside a bag of milk outside a bag of milk,4.2
Speed III: Grand Prix,0.0
Gerda: A Flame in Winter,0.0
Clid the Snail,3.3
Rogue Invader,0.0
The Legend of Nayuta: Boundless Trails,4.0
Endling - Extinction is Forever,4.3
Afterlove EP,0
Loco Motive,0
Aliisha: The Oblivion of Twin Goddesses,0.0
Beacon (2021),0.0
Reverie Knights Tactics,3.8
Assassin's Creed Valhalla: Dawn of Ragnarok,3.3
Mob Psycho 100: Psychic Battle,0.0
BARRICADEZ,0.0
Legacy,0.0
DNF Duel,2.6
LoveChoice,3.8
Monark,3.7
Xvirus,0.0
DelayedSun,0.0
Sniper Elite 5,3.7
Among Us VR,3.2
Out There: Oceans of Time,2.9
Ikai,2.5
The Texas Chain Saw Massacre,3.6
The Expanse: A Telltale Series,3.4
Goblin Stone,0.0
Dune: Spice Wars,3.8
"Warhammer 40,000: Space Marine II",0
Sonic Frontiers,3.9
Slitterhead,0
Nightingale,0
Alan Wake II,4.3
Persona 4 Arena Ultimax,4.2
A Total War Saga: TROY — Rhesus &amp; Memnon,2.0
Planet Zoo: Europe Pack,0.0
Frontier Pilot Simulator,4.3
Monster Rancher 1 &amp; 2 DX,4.0
Lightmatter,3.6
Eclipse: Edge of Light,0.0
Bug Academy,3.8
PocketCars,5.0
Mythic Ocean,0.0
The White Door,4.2
Myth of Empires,0.0
Zorya: The Celestial Sisters,0.0
Power to the People,3.0
Maglam Lord,0.0
MMORPG Tycoon 2,3.5
Doomsday Vault,0.0
Spacelines from the Far Out,0.5
Exodus: Rising,0.0
No Plan B,0.0
Project Unirah,0.0
Detective Di: The Silk Rose Murders,0.0
Aluna: Sentinel of the Shards,0.0
Sin Bearers Tactics,0.0
Core Keeper,4.1
Sabotage (2021),0.0
Oppcium,0.0
890B,0.0
Archvale,4.3
Midnight: Submersion - Nightmare Horror Story,0.0
Diplomacy is Not an Option,3.9
COGEN: Sword of Rewind,4.5
Highrise Mogul,0.0
Abi and the soul,0.0
Heim,0.0
Cities: VR,0.0
SiNiSistar Lite Version,3.8
Fantasian,0.0
Myst (2021),4.2
Madness Beverage,0.0
Card Shark,4.2
Бесконечное лето,4.0
"Love, Money, Rock'n'Roll",3.2
Criminal Archives: City on Fire Collector's Edition,0.0
Battle Cry of Freedom,0.0
Dead Estate,3.0
Gunvolt Chronicles: Luminous Avenger iX 2,5.0
Aspire: Ina's Tale,3.7
River City Ransom,3.9
Kingdom of the Dead,4.4
Blackwind,1.0
Theatre of Sorrows,0.0
Opus Castle,0.0
The story of archer,0.0
The Sin Collector: Repentless,0.0
Pikmin Bloom,5.0
Alice's Wonderland 5: A Ray Of Hope,0.0
One Hand Clapping,3.8
Mystical Riddles: Snowy Peak Hotel Collector's Edition,0.0
Christmas Stories 10: Yulemen Collectors Edition,0.0
My Universe: Doctors &amp; Nurses,0.0
Dairoku: Agents of Sakuratani,0.0
Wartales,3.8
Farlight Commanders,0.0
Mido and Di,0.0
Gear.Club Unlimited 2: Ultimate Edition,4.0
Asteroids: Recharged,0.0
Vaporum: Lockdown,5.0
Transient,3.3
Yu-Gi-Oh! Rush Duel: Dawn of the Battle Royale!!,0.0
Rune Factory 4,4.3
A-Train All Aboard! Tourism,5.0
Disney Magical World 2,0.0
Monster Crown,1.0
Fights in Tight Spaces,4.0
MADiSON,3.6
Terminator: Resistance - Annihilation Line,3.8
Wytchwood,3.8
天命奇御二 Fate Seeker II,0.0
Men of War II,0
WitchSpring3 Re:Fine — The Story of Eirudy,3.1
Evasilix,0.0
Alpine: The Simulation Game,0.0
DeRailed,0.0
Minabo — A walk through life,3.5
FarmVille 3: Animals,0.0
CIBOS,0.0
Arkanoid — Eternal Battle,3.3
Undernauts: Labyrinth of Yomi,3.6
Siege the Day,0.0
Despot's Game: Dystopian Army Builder,3.4
Dungeon No Dungeon,0.0
Tactical Galactical,0.0
MidKnight Story,0.0
Pronty: Fishy Adventure,3.8
Cuphead: The Delicious Last Course,4.5
Autumn's End,0.0
Lore Finder,0.0
Sky Fleet,0.0
Trash Sailors,4.0
Murder Incorporated,0.0
Wolfstride,4.2
Defend the Rook,3.2
Fractured,0.0
Horror Tales: The Astronaut,0.0
Farathan,0.0
On Air,0.0
The Crackpet Show,3.5
MultiVersus,3.3
Slice of Sea,4.8
Bobok,4.5
Monopoly Madness,4.5
Thunder Tier One,4.0
Heavenly Bodies,4.1
Happy's Humble Burger Farm,3.2
Century: Age of Ashes,3.3
Mechajammer,0.0
Song of Nunu: A League of Legends Story,0
Sam &amp; Max Beyond Time and Space,4.0
StarCrawlers Chimera,0.0
Dragon Ball: The Breakers,0.0
MXGP 2021,1.3
Skate 2,3.9
There Is No Light,4.3
"Little Kitty, Big City",0
Asatsugutori,0.0
Rescue Party: Live!,4.0
Len's Island,0.0
Pinchcliffe Grand Prix (2021),0.0
Persona 3 FES,4.1
Fears of Glasses,0.0
Sixtar Gate: STARTRAIL,0.0
Payday: Crime War,2.5
Grow: Song of the Evertree,4.0
ALTF4,3.5
Sker Ritual,5.0
The Darkest Tales,3.6
NinNinDays2,0.5
The Last Stand: Aftermath,3.8
COTTON REBOOT!,2.5
Clunky Hero,0.0
This Is the President,3.9
Car Tuning Simulator,0.5
Treasures of the Aegean,0.0
Orcs Must Die! 3: Cold as Eyes,3.0
Doomsday Hunters,4.0
Re.Surs,0.0
Hextech Mayhem: A League of Legends Story,4.0
Tiny Tina’s Assault on Dragon Keep: A Wonderlands One-shot Adventure,3.6
Borderlands 2: Tiny Tina’s Assault on Dragon Keep,4.3
Dead by Daylight - Portrait of a Murder,3.4
Booty Calls,2.5
Cricket 22,0.0
UnDungeon,3.8
Motorcycle Mechanic Simulator 2021,0.0
Touhou Endless Dream,3.5
MARSUPILAMI - HOOBADVENTURE,3.5
Project MIKHAIL,0.0
Track &amp; Burn,0.0
ARKOS,0.0
Death Slayer V,0.0
Void Eclipse,0.0
Too Many Humans,0.0
Fast &amp; Furious Spy Racers: Rise of SH1FT3R,2.3
LIBLADE,0.0
Cyjin: The Cyborg Ninja,0.0
Dead Way,0.0
Prison Simulator,2.6
Airplane Racer 2021,0.0
Starsand,1.0
Corpse Party (2021),3.9
Islets,4.1
Soulsland,0.5
Stardrytch,0.0
Usurper: Soulbound,0.0
Evil Tonight,4.1
A Boy and His Blob,3.3
Kainga: Seeds of Civilization,0.0
Pups &amp; Purrs: Animal Hospital,0.0
My Singing Monsters Playground,2.0
Cupid Parasite,0.0
Mobile Suit Gundam: Battle Operation Code Fairy,0.0
To The Rescue!,5.0
Lone McLonegan: A Western Adventure,0.0
Demon Turf,4.3
Super Dream Dasher,0.0
Time Loader,3.7
Elta7,0.0
Ruin Raiders,3.5
Grim Tales 21 – Echo of the Past Collector’s Edition,0.0
Lady in Tomb,0.0
Starlight Eye of the Storm,0.0
Bloodshore,2.2
United Assault - Normandy '44,0.0
Ziggurat 2,4.5
Instant Sports Winter Games,0.0
Fatal Frame: Maiden of Black Water,3.8
Insiders,0.0
Indicted,5.0
Dollhouse,5.0
Moving Out,3.8
Yaga - Roots of Evil,0.0
Horror Story: Hallowseed,3.7
George,0.0
Devil Inside Us: Roots of Evil,3.0
Decoherence,0.0
Plan B from Outer Space: A Bavarian Odyssey,0.0
Voice of Cards: The Isle Dragon Roars,4.0
Super Robot Wars 30,5.0
Star Ocean: The Divine Force,3.7
First Class Trouble,3.4
KartRider: Drift,2.0
Deathverse: Let It Die,2.5
Giants Uprising,0.0
Hello Engineer,2.8
Insomnis,3.9
Boyfriend Dungeon,3.5
A Tale for Anna Collector's Edition,3.0
Cyanide &amp; Happiness: Freakpocalypse,5.0
THE IDOLM@STER STARLIT SEASON,0.0
Dordogne,3.5
Mad Wild Fairy Tale,0.0
Castle in The Clouds DX,4.0
After Shadows,2.5
Vagrus - The Riven Realms,4.1
Toy Soldiers: HD,2.5
Spire of Sorcery,0.0
Saint Kotar,3.4
The Farm: Sassy Princess,0.0
Yolked,0.0
Swarm the City: Zombie Evolved,0.0
Sands of Aura,0.0
Conan Exiles - People of the Dragon,5.0
Kathy Rain: Director's Cut,3.5
Lovecraft's Untold Stories 2,1.3
Bassmaster Fishing 2022,0.0
NASCAR 21: Ignition,0.0
Growbot,4.0
Saint Kotar: The Yellow Mask,2.4
Boxville,3.0
Endzone - A World Apart: Prosperity,4.5
BLUE REFLECTION: Second Light,3.8
Sunshine Manor,0.0
The Unliving,0.0
Workshop Simulator,3.3
Moonglow Bay,3.5
Girl Agent,0.0
KSTG,0.0
Project Kat - Paper Lily Prologue,3.5
Limitless Hunger,0.0
Halloween Chronicles: Behind the Door,0.0
Tandem: A Tale of Shadows,3.3
Aquarium Designer,0.0
BATS: Bloodsucker Anti-Terror Squad,0.0
REKKR: Sunken Land,0.0
Junkyard Simulator,1.3
The Alien Cube,1.3
Sphere: Flying Cities,0.0
Silver Chains,3.0
Taxi Chaos,0.0
Propnight,3.3
Echo Generation,3.2
The Sundew,0.0
Growing Up,4.1
Dire Vengeance,0.0
The Invincible,4.1
Klang 2,0.0
Gravewood High,0.8
Undying (2021),0.0
Honkai Impact 3rd,3.6
League Of Enthusiastic Losers,2.9
Spectacular Sparky,0.0
Youtubers Life 2,3.2
Escape Simulator,3.9
The Good Life (2021),3.0
Starlight Alliance,0.0
Probe: A Game Dev Experience,0.0
Sword and Fairy 7,4.3
Grotto,0.0
Shelter Manager,0.0
Settlement Survival,0.0
Guns of Succubus,0.0
Xuan Nu Zhu Mo Lu,0.0
A Little Golf Journey,2.5
The Riftbreaker,3.9
Grand Theft Auto: The Trilogy — The Definitive Edition,1.6
Honkai: Star Rail,3.8
Henchman Story,0.0
Tactical Combat Department,0.0
Dungeon Encounters,0.0
"Peace, Death! 2",3.7
Hotel Magnate,0.0
Chasing Static,2.3
Nuclear Blaze,3.6
The Lightbringer,0.0
Unusual Findings,3.9
Children of Morta: Ancient Spirits,4.0
Knockout Home Fitness,0.0
Critadel,0.0
Lumione,5.0
NORR part II: Will Walker,0.0
Death's Gambit: Afterlife,3.9
River City Girls 2,4.3
Touhou Monster TD,0.0
Blaze and the Monster Machines: Axle City Racers,0.0
Jack Axe,0.0
Forbidden place,0.0
MechWarrior 3050,3.0
Final Fantasy VII: The First Soldier,3.9
Wanted: Dead,2.6
Vengeance is Mine,0
Red Goes Faster,0
Choo-Choo Charles,3.0
Rainbow Billy: The Curse of the Leviathan,0.0
Phoenix Point - Corrupted Horizons,4.0
Sin Chronicle,0.0
Planet Zoo: North America Animal Pack,0.0
ShootOut(SystemD),0.0
Gearshifters,3.2
Astria Ascending,3.3
Solar Warden,0.0
Plague Breaker,0.0
Dungeons of Edera,0.0
Aaero,1.3
UNSIGHTED,3.3
DwarfHeim,0.0
Festival Tycoon,0.0
Hot Wheels Unleashed,3.4
Bonfire Peaks,3.7
Sea of Craft,0.0
JianPo,0.0
Monster Hunter Rise: Sunbreak,4.1
Arch Stone vs The Zombie Specters,0.0
Source of Madness,3.2
Dap,0.0
Guardians of Hyelore,0.0
Dagon: by H. P. Lovecraft,3.5
Nero (2021),0.0
Kate: Collateral Damage,2.0
UnMetal,4.2
JARS,0.0
Stray Gods: The Roleplaying Musical,4.0
I Saw Black Clouds,2.5
A Gummy's Life,0.0
The Addams Family: Mansion Mayhem,0.0
Outer Wilds - Echoes of the Eye,4.4
Steel Assault,4.3
Beast Breaker,0.0
Gear.Club Unlimited 2,3.3
Crisis Wing,0.0
Push Your Family,0.0
The Island of Dr. Yepstein,0.0
Guild of Ascension,0.0
Beyond Contact,3.6
Lil Gator Game,5.0
Lego Star Wars Battles,1.8
Fisti-Fluffs,0.0
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers,4.0
The Lord of the Rings: Rise to War,2.8
Teacup,4.0
Sheltered 2,3.8
Destroy All Humans! 2: Reprobed,3.1
The Signal State,3.4
Hidden Motives: The Diamond Rush,0.0
Deltarune,4.5
Listen to the Wind,0.0
Crossout Mobile,3.3
MX vs. ATV Legends,3.4
Jagged Alliance 3 (2023),4.0
SpongeBob SquarePants: The Cosmic Shake,3.9
Shattered Gardens,0.0
Wuchang: Fallen Feathers,0
NHL 22,3.3
Guild Wars 2: End of Dragons,4.8
Speed Brawl,3.4
The Daunting House,0.0
Okinawa Rush,0.0
Catlateral Damage: Remeowstered,3.8
Unpacking,4.0
Star Wars: Hunters,0
Estranged: The Departure,3.4
Lemnis Gate,3.1
Gas Station Simulator,3.6
Metallic Child,4.0
Burn Me Alive,0.0
Balsa Model Flight Simulator,0.0
Embr,2.3
World War Z: Aftermath,3.7
Suzerain,4.4
Stellar Blade,0
Nexomon,1.0
Ram Pressure,0.0
Omen of Sorrow,5.0
Flynn: Son of Crimson,4.2
Rhythm of the Universe: Ionia,0.0
Pristiq: Tash's Trilogy,0.0
Timberborn,4.2
Agent Roswell,0.0
FOREWARNED,2.9
Terrain of Magical Expertise,0.0
Residual,0.0
Kraken Academy!!,3.7
Marvel's Spider-Man 2,4.2
Marvel's Wolverine,0
God of War: Ragnarök,4.5
The Rewinder,4.0
Inked: A Tale of Love,3.5
Football Manager 2022,3.8
Arboria,0.0
Surviving Mars: Below and Beyond,4.1
Ultra Age,3.5
Ark of Loif,0.0
WHATEVER,0.0
MechWarrior 2: 31st Century Combat,2.1
Bus Simulator 21,2.4
Dead by Daylight - Hellraiser Chapter,3.4
Beacon Pines,4.6
Football Manager 2021,4.1
Suit for Hire,0.0
The Endless Summer: Search for Surf,0.0
Two Hundred Ways,0.0
Ultimate ADOM — Caverns of Chaos,3.7
Jurassic World: Primal Ops,5.0
Potion Craft: Alchemist Simulator,3.7
